localidade,tipo,loc_x,loc_y,mercado_mais_proximo,farmacia_mais_proxima,escola_mais_proxima,num_penit_4km,num_penit_500m,idade_imovel,area,preco
Localidade 1,Tipo 1,0.3103259007550429,0.4591513823283009,689.1153107187035,2083.3632721868858,3138.27443375088,1,0,11,,741700
Localidade 4,Tipo 1,0.6533118676669716,0.7088882684545386,6010.219391697258,1242.848406773552,2338.7423619128526,1,0,10,122.0,589300
Localidade 3,Tipo 1,0.4347685068654944,0.7857142574040932,2704.2265034679085,1586.5081165184731,1363.523857316379,0,0,25,98.0,918500
Localidade 4,Tipo 2,0.1127154363312574,0.4060294994323326,474.65497103028855,1399.866634436018,1253.5217001337303,0,0,18,123.0,297600
Localidade 4,Tipo 2,0.6765152090637947,0.8708356402592411,7275.933343228899,2732.2214870462067,3901.0059260172575,1,0,21,184.0,233900
Localidade 2,Tipo 1,0.3741924010889498,0.6486964518202213,2928.8560334081017,,1420.0425154913253,1,0,0,69.0,210900
Localidade 2,Tipo 2,0.6188249352035695,0.9914603301132634,5242.818445556791,2514.4704216999344,3326.7878903359547,1,0,7,151.0,306900
Localidade 1,Tipo 2,0.3981871785934913,0.8144494565164627,4293.36432997343,1648.7608088073523,2997.65300443292,0,0,10,168.0,487200
Localidade 3,Tipo 2,0.2235089311837714,0.0989651669290325,3869.301487825054,4139.168197916246,1413.2531943606184,0,0,31,197.0,637500
Localidade 1,Tipo 2,0.5360402187124874,0.6729488220492752,3523.74863451479,1431.902239594052,1543.6666129330326,0,0,13,190.0,465300
Localidade 3,Tipo 1,0.2591922040454602,0.5364477026350956,1297.035712363228,313.2627727041012,2309.2158725657805,0,0,17,110.0,1138100
Localidade 2,Tipo 1,0.6317741773801443,0.8001980357473745,3997.993699103813,1184.1417395200558,1715.489653383876,2,0,5,133.0,171600
Localidade 2,Tipo 2,0.785275930931618,0.7196572641033718,2264.846519569524,2424.6986867637165,2752.0918589388166,1,0,11,112.0,284400
Localidade 3,Tipo 1,0.9982984163947414,0.747619783197411,3207.1832207826365,1425.6188685871552,,0,0,40,97.0,648400
Localidade 2,Tipo 2,0.1050657823661876,0.9550141992126192,6979.349700211435,4587.597765595,4947.7167456544585,1,0,5,157.0,316000
Localidade 1,Tipo 2,0.0775476436421953,0.4007108178435015,2465.1786558461063,,3573.2303245814464,1,0,19,,366600
Localidade 3,Tipo 1,0.1562123334017393,0.603381053134725,2463.154630942563,1430.218945385845,3502.553111154048,0,0,48,82.0,524300
Localidade 3,Tipo 2,0.5297470226730286,0.5025494602011447,729.0526266047377,2544.778344612884,1878.1053919530943,0,0,37,209.0,574400
Localidade 3,Tipo 1,0.1130379360714405,0.4739373807646503,2784.707659515049,1662.051669871269,2835.568676210243,0,0,35,151.0,725900
Localidade 4,Tipo 1,0.8570161237280588,0.4286980036043539,4183.100885833205,3498.13842044816,,0,0,5,154.0,730900
Localidade 4,Tipo 2,0.4825896774212628,0.8191404297364167,5590.378663811393,2142.621486393401,3737.0887574154544,1,0,8,119.0,301400
Localidade 2,Tipo 2,0.6296666417758596,0.992109101600551,5171.612339572476,2564.7396727116625,3368.751482505167,1,0,4,126.0,321500
Localidade 2,Tipo 2,0.3853151466431921,0.3065137242607557,1673.2733689274964,4732.575257324358,3639.684793121012,0,0,2,138.0,372900
Localidade 3,Tipo 2,0.0935878737932588,0.9413554427594932,5143.779471464301,1918.7909543930205,5016.69579429354,0,0,30,168.0,648600
Localidade 2,Tipo 1,0.0631700336934406,0.571315560971436,3141.380481106382,4946.29279669818,4623.786341130328,1,0,7,204.0,182800
Localidade 2,Tipo 1,0.9832940692299352,0.8209413155226087,2013.065613514592,3287.4151533246422,4576.132327869912,1,0,14,125.0,164000
Localidade 3,Tipo 1,0.6677497085715831,0.4415310300148291,784.808422755235,3322.168323658407,2725.1408099449523,0,0,47,59.0,553200
Localidade 2,Tipo 1,0.3688468963025035,0.6384884901915795,2870.7502413874304,1942.7729331665453,1494.753361762475,1,0,6,59.0,186400
Localidade 3,Tipo 1,0.2669603173897156,0.8009693608740738,3063.8673504129283,651.2208129092696,3044.423639247176,0,0,18,108.0,1086400
Localidade 4,Tipo 2,0.8442650732054665,0.6759983825483563,6213.122628002692,2845.030384591916,2350.610575029724,1,0,10,75.0,290400
Localidade 1,Tipo 2,0.633006114941582,0.3221850918823,3168.0526914811985,4037.881922071531,794.8162477365261,0,0,25,114.0,373100
Localidade 4,Tipo 2,0.8852123871453941,0.0330134301723047,3115.119039763764,5706.693381509384,3429.647473871093,0,0,10,80.0,322000
Localidade 3,Tipo 2,0.1492658526741901,0.0939236359487146,4594.401780357132,4344.0248703871,1021.2868772586464,0,0,21,87.0,803200
Localidade 1,Tipo 2,0.7865205283772282,0.7652732846214628,1701.1823475461445,1401.872414990395,2843.091822657337,0,0,18,63.0,422400
Localidade 2,Tipo 1,0.059432634604585,0.1669030270525988,915.4965169557732,7512.181940202133,6821.2213275891945,0,0,5,91.0,217200
Localidade 3,Tipo 1,0.0376305042563218,0.101594384526549,5451.292119712489,4722.331949314011,1182.6522596385098,0,0,28,116.0,861000
Localidade 4,Tipo 2,0.8832014737600892,0.525500272428535,5105.685412875642,3322.825227689892,1725.8479812233109,0,0,9,160.0,328900
Localidade 1,Tipo 2,0.7556262342855423,0.9355237183497684,2871.331608931893,1206.8647340548605,4206.632818597901,0,0,3,74.0,556700
Localidade 2,Tipo 1,0.1355660749627253,0.1927010922736464,895.5400226949502,6855.659021931066,6134.665886173333,0,0,6,157.0,213800
Localidade 3,Tipo 2,0.285883800918005,0.9502047389612794,4426.8272723431855,1849.215679764097,3283.2850218180115,0,0,41,109.0,500900
Localidade 1,Tipo 2,0.5615800567149347,0.9141363714503974,4334.013373408635,1298.1459563970525,3782.118311882523,0,0,16,75.0,438600
Localidade 1,Tipo 2,0.1156058969281286,0.4285295004689782,2115.4109452168404,3193.981342058308,3729.65546610422,1,0,2,97.0,501600
Localidade 2,Tipo 2,0.6819504824342633,0.5212848408917876,1992.6261596744887,2148.194684374841,856.2394163192228,0,0,14,105.0,310400
Localidade 1,Tipo 2,0.5576858541655251,0.8840711087749619,4248.419734699268,1209.7356251838928,,0,0,2,226.0,565800
Localidade 3,Tipo 2,0.692822995361586,0.5101502627836011,992.5328246131044,2791.893049560899,2668.138462906209,0,0,29,165.0,678900
Localidade 2,Tipo 1,0.6709010850542881,0.6571531021866422,2972.473006327883,1823.7458284712968,1584.3812575762586,0,0,15,161.0,179000
Localidade 2,Tipo 1,0.4390863450202344,0.8193328302433578,4301.885804147352,1005.6875227642092,1616.4678207153186,1,0,2,117.0,205000
Localidade 1,Tipo 1,0.42239698245141,0.2468794865881006,1750.5211035977811,4036.7623532361217,1180.9218793564678,1,0,2,200.0,852100
Localidade 4,Tipo 1,0.3543598291771387,0.265831597999826,2337.8602676972787,1708.9320469676925,1840.458027581102,0,0,6,85.0,697700
Localidade 1,Tipo 2,0.019327461856808,0.9981711174782008,6787.517213281422,2620.893341802221,1263.5043015115093,0,0,9,114.0,499200
Localidade 2,Tipo 1,0.921977681402149,0.0350529663902836,1468.0681633828403,2757.4028390432486,4566.559795517851,0,0,2,105.0,224200
Localidade 4,Tipo 1,0.2058383292541528,0.7579517705346335,3899.868909990855,2780.020220035302,1805.2135663255456,0,0,10,162.0,646900
Localidade 4,Tipo 2,0.902230312199512,0.82700831357562,,3949.303906467589,3941.580040867171,1,0,20,89.0,241300
Localidade 2,Tipo 1,0.3391746859408784,0.9414037900438956,5745.400640055371,2563.2002000072857,3176.8320914758688,1,0,9,130.0,178400
Localidade 4,Tipo 1,0.1821103654537019,0.6483995426705268,2781.7871421271184,1797.4413840922552,2314.3864778567663,0,0,14,140.0,601200
Localidade 2,Tipo 1,0.5863064448631765,0.3706181537630953,666.7006388823629,2857.330989150775,1547.1753053747384,0,0,4,152.0,227000
Localidade 1,Tipo 1,0.7375292023836393,0.9399755336413702,3029.3133882968973,1127.199245772758,4191.57804099738,0,0,13,208.0,775000
Localidade 2,Tipo 2,0.417295718518658,0.6511652469835992,2753.951232240357,1499.5826011822342,993.9588712499988,1,0,10,102.0,299600
Localidade 3,Tipo 2,0.4122469386041862,0.5364135981807109,298.0406521577173,1394.7710743372809,1767.629892425944,0,0,18,85.0,892200
Localidade 4,Tipo 2,0.3643719481435244,0.7694355137396084,4528.476881451738,2493.8444720915554,3291.6966807144654,1,0,14,124.0,269100
Localidade 4,Tipo 1,0.6901758211022957,0.8761513426111551,7412.082003884242,2838.35367040475,3944.344537026821,1,0,29,129.0,398900
Localidade 1,Tipo 1,0.9963364100651156,0.3526747433132822,3760.456456979746,1655.334973678695,1251.751615188853,0,0,8,183.0,852100
Localidade 4,Tipo 1,0.0629668795319349,0.1398515229251584,1533.320953757111,801.8165510840796,1045.5497074990587,0,0,11,78.0,674800
Localidade 3,Tipo 1,0.4453282494531535,0.923401414473436,3208.4924753657374,791.2048810128191,1851.1601195779024,0,0,37,129.0,714600
Localidade 4,Tipo 2,0.7681005386487322,0.8552811015887875,,3097.360885925084,3773.324832667666,1,0,18,141.0,250000
Localidade 1,Tipo 2,0.3039301849025725,0.6519816261025363,2611.566885213116,908.6579713002624,3250.5397374998024,1,0,32,101.0,288300
Localidade 2,Tipo 2,0.9185241116558168,0.455163555052141,1788.0469438038067,537.3385051206445,1970.438742802501,0,0,1,132.0,399300
Localidade 3,Tipo 1,0.3564005250567111,0.7724833210036913,2550.134972312934,1528.8804483514928,2152.3771207496734,0,0,36,98.0,710200
Localidade 2,Tipo 1,0.961503488921832,0.7689071672258619,1516.293448818595,2728.858664469034,,1,0,4,195.0,195600
Localidade 3,Tipo 1,0.3204605415393623,0.8766000170638588,3634.8010354265375,1485.4915993642032,2659.862982877949,0,0,32,89.0,779900
Localidade 2,Tipo 1,0.9541129497975304,0.5863342634392579,479.2311375806414,1007.505427398212,2717.5941878151616,1,0,12,,181100
Localidade 2,Tipo 1,0.2630269929317798,0.0300008535880258,2959.260387469981,6656.539249629016,6188.719213029801,0,0,12,188.0,185800
Localidade 3,Tipo 1,0.0642742138925488,0.569440266701098,3273.435719412637,1624.7709431186795,3825.250971492661,0,0,32,107.0,777600
Localidade 2,Tipo 2,0.935978247222528,0.6520365404338497,616.858433109665,1533.3850144723524,2976.2728579538207,1,0,5,100.0,334600
Localidade 1,Tipo 2,0.6062300549306201,0.8724462435164302,3755.2596502195065,712.7476472258298,3329.9879830643667,0,0,10,155.0,503600
Localidade 1,Tipo 2,0.9798373942546016,0.7662256047228979,487.9263868930854,1848.9448071095344,3637.541838695701,0,0,3,94.0,578500
Localidade 1,Tipo 2,0.9116718089893604,0.4028286093593182,3257.9128610771963,1370.9245141931565,268.5431182801654,0,0,8,83.0,538000
Localidade 3,Tipo 2,0.5948720195661699,0.3409771861874253,1221.1467905474126,3612.8070693218256,1879.972582700396,0,0,39,180.0,533800
Localidade 1,Tipo 2,0.1441087628368785,0.6968497159482009,3542.7053536184285,1205.092283832985,2225.917629856129,1,0,8,176.0,457400
Localidade 4,Tipo 1,0.9472207155106616,0.907447597455474,8746.099958234667,4773.727895699897,4863.237004997049,1,0,24,216.0,443000
Localidade 4,Tipo 2,0.6463282727679996,0.5236038099148943,4164.235857471484,1271.4704630864194,768.6101869283034,0,0,8,94.0,351800
Localidade 2,Tipo 1,0.1415670625185505,0.0395327478529564,,7739.6967895773,7080.615608329078,0,0,3,121.0,221200
Localidade 3,Tipo 2,0.0818821457773465,0.5703312197117426,3100.992866482577,1597.8863447608446,3814.4361081607344,0,0,29,191.0,665600
Localidade 2,Tipo 1,0.4692801865277564,0.7040810884979151,3112.8768299919675,758.0554213454266,525.1335672250378,1,0,11,90.0,186600
Localidade 4,Tipo 2,0.8502335047477798,0.1833063603758067,2757.8703629383663,5227.225110611452,1886.8452135192736,0,0,8,94.0,335300
Localidade 4,Tipo 2,0.7987041184839929,0.1589660573519631,2199.475486580772,4841.154172193895,2096.1933005328915,0,0,21,233.0,261300
Localidade 1,Tipo 1,0.6374722881753649,0.3316045242136407,3192.613765675412,3953.628533260848,,0,0,3,146.0,940200
Localidade 1,Tipo 1,0.7215871764520315,0.197007311023307,4427.413177094974,4159.171751065731,1261.7494493712386,0,0,5,151.0,894600
Localidade 4,Tipo 2,0.4380733725877366,0.0276239937911038,1683.8343144074488,1392.7518005237284,3773.6262045221656,0,0,16,85.0,290900
Localidade 1,Tipo 2,0.6485902213219498,0.3654970807632355,3257.402175071433,3704.080166360231,1255.119036836819,0,0,13,128.0,463300
Localidade 1,Tipo 2,0.9349030735065624,0.9625652295342518,2370.8176199043246,2860.34973737858,5311.676132906734,0,0,18,97.0,416600
Localidade 3,Tipo 2,0.3122122093123749,0.0346438129632249,3344.972832138338,4764.036304078619,1448.436108527046,0,0,39,94.0,529300
Localidade 1,Tipo 1,0.6717130079682735,0.7865972859591938,2868.072617132844,609.611797985733,2537.893531290079,0,0,2,67.0,970500
Localidade 3,Tipo 1,0.2431274866005931,0.3886644926833043,1949.7542142961504,1251.7898495662578,,0,0,48,,528200
Localidade 2,Tipo 1,0.8868718435934714,0.2611922785350095,1556.6868833025394,496.7287724044225,2474.444024393368,0,0,7,67.0,217200
Localidade 1,Tipo 2,0.8458659489985364,0.607030834772175,1595.549841174925,1492.6283059602872,1970.638442740969,0,0,16,137.0,437900
Localidade 3,Tipo 1,0.374772005993412,0.1862899352114945,2190.487251891346,3382.6607920866645,1056.6945581968953,0,0,27,62.0,884400
Localidade 2,Tipo 1,0.2183280111367354,0.2994943850660727,1507.4360816234366,5507.948789871747,4783.597714800115,0,0,2,63.0,224600
Localidade 1,Tipo 1,0.9712295866597612,0.670571941579199,587.4646314512029,913.9895578340067,2695.250198351637,0,0,4,104.0,965200
Localidade 2,Tipo 2,0.674757281242584,0.1028617662321903,,2834.1315758545747,3457.988213851941,0,0,4,127.0,362600
Localidade 1,Tipo 2,0.3415911070148105,0.5928322803733173,2020.1936096830705,777.8847362468289,,1,0,3,163.0,510900
Localidade 3,Tipo 2,0.7023823481986571,0.8064685407193504,1707.1507787589082,2095.880653362145,1326.2611380389756,0,0,28,86.0,687100
Localidade 4,Tipo 1,0.5769179431959135,0.0155268761525547,966.157830773612,2716.4406759400167,4239.720649739074,0,0,23,194.0,514600
Localidade 1,Tipo 2,0.4808353793956167,0.9621848501721104,5270.616403226191,2237.7384973889416,3667.499974854866,0,0,17,,424200
Localidade 2,Tipo 1,0.8470504111435977,0.4649837755806206,2096.3971780830325,626.4155703976427,1268.4300130055717,0,0,6,152.0,220500
Localidade 1,Tipo 2,0.174269406295746,0.9139808390030376,5433.978541527256,2287.156265116241,576.0722549239449,0,0,16,103.0,454000
Localidade 3,Tipo 1,0.8412757530592417,0.5409145613245435,2504.4692130238336,1323.5463886104772,1185.777430753079,0,0,24,80.0,947100
Localidade 3,Tipo 2,0.1809171437731912,0.1225297677167293,4216.250253215846,3984.471343365653,940.918687346258,0,0,3,112.0,1126500
Localidade 4,Tipo 1,0.2349531796790719,0.9412673777953288,5755.989719362176,4523.957986449848,,1,0,22,83.0,459800
Localidade 2,Tipo 1,0.4959922646062266,0.3702477108039721,404.2871651682739,3745.296299697778,2379.2684141657046,0,0,5,75.0,223300
Localidade 4,Tipo 2,0.6168357125636762,0.2329439333852703,1254.6350743777994,3272.5778091699426,2376.8265077195106,0,0,7,146.0,345400
Localidade 2,Tipo 1,0.2134939401775598,0.6127956994404217,3788.277165135769,3403.856450424546,3066.357749917839,1,0,7,183.0,184700
